8.772681652571639788e+00,8.678807023378910301e+00,0.000000000000000000e+00
1.066704597969354218e+01,1.078198980942736185e+01,1.000000000000000000e+00
1.031083909941275856e+01,1.141051242821753853e+01,1.000000000000000000e+00
1.308993361771540798e+01,1.251931086001533089e+01,1.000000000000000000e+00
1.206570215298870075e+01,9.885491175620401805e+00,1.000000000000000000e+00
1.227997443747193884e+01,9.722454604088484942e+00,1.000000000000000000e+00
1.052922093793173275e+01,5.313992304295574343e+00,0.000000000000000000e+00
8.786794275276045951e+00,8.968175115005102782e+00,0.000000000000000000e+00
8.205631440607206173e+00,9.348534753214709170e+00,0.000000000000000000e+00
8.715445621066779225e+00,9.390520262404692176e+00,0.000000000000000000e+00
1.099352377596842345e+01,7.512858349863188678e+00,0.000000000000000000e+00
1.034260518113475413e+01,9.375357404657275850e+00,0.000000000000000000e+00
1.058281826380568269e+01,1.109142761226005192e+01,1.000000000000000000e+00
8.667151714012879538e+00,9.793011575365838439e+00,0.000000000000000000e+00
1.241078278893428255e+01,6.592430959135056057e+00,0.000000000000000000e+00
1.023323824786258029e+01,1.127824774763939786e+01,1.000000000000000000e+00
1.060761149720551089e+01,1.119946880945540890e+01,1.000000000000000000e+00
1.231772560773862857e+01,8.851610894436571897e+00,1.000000000000000000e+00
1.206320297951798182e+01,1.553693032256784079e+01,1.000000000000000000e+00
1.001130195880779716e+01,1.186617598731048950e+01,1.000000000000000000e+00
1.134015498051906512e+01,9.047052780444028386e+00,1.000000000000000000e+00
9.848820146288824517e+00,1.306832379351675932e+01,1.000000000000000000e+00
1.195420912091933019e+01,1.048113415608041166e+01,1.000000000000000000e+00
1.267994768126699512e+01,7.784186731939009007e+00,1.000000000000000000e+00
1.264081384346352799e+01,1.246219413153126254e+01,1.000000000000000000e+00
1.117099768583871189e+01,8.616777101762652435e+00,0.000000000000000000e+00
9.739484066640644144e+00,1.007183726420169201e+01,0.000000000000000000e+00
7.171767506394334468e+00,5.374442738370682981e+00,0.000000000000000000e+00
1.240833069324168392e+01,9.239751791131196157e+00,1.000000000000000000e+00
1.011815540510261258e+01,1.146102267917251361e+01,1.000000000000000000e+00
1.076813729402050690e+01,1.010819306463417888e+01,1.000000000000000000e+00
1.041428773220793680e+01,8.362944570951052370e+00,0.000000000000000000e+00
1.000911727391497585e+01,5.998264448868479093e+00,0.000000000000000000e+00
1.020706385283006590e+01,8.439566045821708329e+00,0.000000000000000000e+00
8.861316222991565184e+00,8.864180069189099953e+00,0.000000000000000000e+00
1.012111407452560385e+01,6.049361802852303072e+00,0.000000000000000000e+00
1.001220488004750919e+01,1.060632586083686313e+01,1.000000000000000000e+00
1.106257623259912570e+01,7.206522684385768152e+00,0.000000000000000000e+00
1.160258939924619170e+01,1.074396813459192757e+01,1.000000000000000000e+00
8.162973805264169158e+00,1.045321658031978629e+01,0.000000000000000000e+00
9.320032557414339891e+00,1.081785904362658890e+01,1.000000000000000000e+00
1.013803194956514808e+01,9.262134073899563447e+00,0.000000000000000000e+00
7.575350925909654975e+00,1.004384985268126051e+01,0.000000000000000000e+00
1.159618953067922575e+01,9.112501200425464631e+00,1.000000000000000000e+00
9.975417195147192828e+00,9.889593017484225257e+00,0.000000000000000000e+00
1.003739925356757468e+01,1.032833473344313369e+01,1.000000000000000000e+00
1.018948870415988850e+01,1.194630910576208294e+01,1.000000000000000000e+00
6.262119324095822392e+00,8.023005137885188987e+00,0.000000000000000000e+00
1.059999969281216714e+01,1.040192858711456481e+01,1.000000000000000000e+00
1.276208263802575615e+01,9.171618244633018335e+00,1.000000000000000000e+00
1.095878103332364439e+01,1.395322138622243102e+01,1.000000000000000000e+00
1.080643272217234419e+01,7.957268731401949680e+00,0.000000000000000000e+00
8.961361852990641808e+00,1.201423772868892037e+01,1.000000000000000000e+00
9.652511776745248184e+00,6.403152577086222763e+00,0.000000000000000000e+00
9.370392262263623095e+00,1.090073344376946274e+01,1.000000000000000000e+00
1.024242982436474314e+01,8.571714347099710807e+00,0.000000000000000000e+00
7.516097360364776492e+00,8.971674034060647784e+00,0.000000000000000000e+00
9.330207645044190201e+00,9.293118886511246401e+00,0.000000000000000000e+00
9.073095133233508136e+00,9.935423879039070982e+00,0.000000000000000000e+00
9.153974342678830922e+00,1.047390831557361324e+01,0.000000000000000000e+00
1.011839726267719719e+01,1.151392957434193853e+01,1.000000000000000000e+00
8.802320789609151319e+00,1.206583706149612922e+01,1.000000000000000000e+00
1.248606635616921778e+01,8.121731659303971895e+00,1.000000000000000000e+00
9.329456576895379882e+00,8.161302125498894000e+00,0.000000000000000000e+00
9.564640868006597074e+00,1.030902089675400291e+01,0.000000000000000000e+00
1.133569609285034474e+01,9.847456531034277205e+00,1.000000000000000000e+00
1.142967488007293397e+01,1.134839529277560644e+01,1.000000000000000000e+00
1.127963032717512348e+01,9.925869302009289186e+00,1.000000000000000000e+00
1.062003630464609216e+01,9.538251279074625444e+00,1.000000000000000000e+00
1.027198707830359403e+01,1.261893426264666118e+01,1.000000000000000000e+00
8.042546814510199482e+00,1.234532995260802757e+01,1.000000000000000000e+00
9.027610743327835863e+00,8.357313321809114015e+00,0.000000000000000000e+00
8.429867097775515461e+00,1.398962650743144742e+01,1.000000000000000000e+00
1.245731065489495393e+01,1.147618228583514366e+01,1.000000000000000000e+00
6.040355383183245053e+00,1.485691222773245990e+01,1.000000000000000000e+00
9.140300835336834240e+00,1.338921051982846855e+01,1.000000000000000000e+00
1.066475951773107234e+01,1.062099754815553077e+01,1.000000000000000000e+00
1.052380383554934618e+01,8.486181341218756558e+00,0.000000000000000000e+00
1.118450460851415329e+01,1.056797692572406255e+01,1.000000000000000000e+00
1.120418079794474053e+01,1.248980951973933706e+01,1.000000000000000000e+00
9.401973808442013691e+00,1.045087799569845899e+01,0.000000000000000000e+00
8.314172913523151465e+00,1.502651322145566581e+01,1.000000000000000000e+00
1.123403161803438977e+01,1.063511011719706190e+01,1.000000000000000000e+00
1.139276532115591323e+01,9.347076408641374456e+00,1.000000000000000000e+00
8.677469336836518110e+00,7.232945212940979474e+00,0.000000000000000000e+00
9.840338229545833926e+00,8.375682756230137471e+00,0.000000000000000000e+00
9.509532595143685541e+00,1.231839042005728047e+01,1.000000000000000000e+00
1.056438373389049268e+01,1.249210211319079633e+01,1.000000000000000000e+00
7.271997289712261114e+00,1.304643321583791327e+01,1.000000000000000000e+00
1.107566818760909477e+01,1.250479311352820133e+01,1.000000000000000000e+00
7.033038654169541104e+00,1.038605274958923452e+01,0.000000000000000000e+00
1.028157833394773313e+01,1.395890707698987931e+01,1.000000000000000000e+00
9.316048116120271061e+00,1.103864895513004818e+01,1.000000000000000000e+00
8.592765659709705517e+00,9.949372811152736418e+00,0.000000000000000000e+00
1.029863319907908803e+01,1.231804532916125972e+01,1.000000000000000000e+00
