7.830947575468995225e+00,1.303062242194528153e+01,1.000000000000000000e+00
1.124417927695726505e+01,9.669257649454777948e+00,1.000000000000000000e+00
1.003176615868785326e+01,1.026857305673096299e+01,1.000000000000000000e+00
1.138017413644464604e+01,1.136476832469805665e+01,1.000000000000000000e+00
1.016777084644609985e+01,9.963598294216378548e+00,1.000000000000000000e+00
9.761570747256079983e+00,9.341423737568050001e+00,0.000000000000000000e+00
8.883757300914965072e+00,8.508839134173307173e+00,0.000000000000000000e+00
6.746382125221590087e+00,1.158474460150188889e+01,0.000000000000000000e+00
1.007652735989893777e+01,1.100478609235933547e+01,1.000000000000000000e+00
1.154300564135363416e+01,8.372181810315030503e+00,0.000000000000000000e+00
9.638093176184867161e+00,8.719888900563050882e+00,0.000000000000000000e+00
9.322099335613602378e+00,9.291418693237055493e+00,0.000000000000000000e+00
8.938246800518189872e+00,1.049536951962209663e+01,0.000000000000000000e+00
1.049109291697138246e+01,6.574091519439480891e+00,0.000000000000000000e+00
1.154064391187512939e+01,6.708621769558869019e+00,0.000000000000000000e+00
8.640979787225640862e+00,8.905682196151014196e+00,0.000000000000000000e+00
1.122168470867723222e+01,8.251076159255532616e+00,0.000000000000000000e+00
8.371979407946211538e+00,8.626803161180596646e+00,0.000000000000000000e+00
7.987184696054526967e+00,7.058087511774151501e+00,0.000000000000000000e+00
9.256310317313587888e+00,1.117478215805534170e+01,1.000000000000000000e+00
9.366558678399021787e+00,8.155162454356929658e+00,0.000000000000000000e+00
9.904988760037928941e+00,1.550791481980921915e+01,1.000000000000000000e+00
1.172505676068677261e+01,1.271358078194562502e+01,1.000000000000000000e+00
9.882521720536589172e+00,7.340142849719643259e+00,0.000000000000000000e+00
1.028797309698530604e+01,7.863144712214308996e+00,0.000000000000000000e+00
7.295557585932143319e+00,1.033704229908997085e+01,0.000000000000000000e+00
1.188536459723376915e+01,1.069416871403043068e+01,1.000000000000000000e+00
9.028981189298431076e+00,1.392991423572371090e+01,1.000000000000000000e+00
7.361695642911013415e+00,1.149669764361833479e+01,0.000000000000000000e+00
9.330379021516108651e+00,1.416158202898025920e+01,1.000000000000000000e+00
1.250545131219345585e+01,1.264652882819401825e+01,1.000000000000000000e+00
1.097619478596994291e+01,5.015120275941406192e+00,0.000000000000000000e+00
1.119943111291934557e+01,1.477169529979006768e+01,1.000000000000000000e+00
6.166374484862799932e+00,1.103688794089901215e+01,0.000000000000000000e+00
1.039239604683718454e+01,1.241155367040742163e+01,1.000000000000000000e+00
1.160451463449883391e+01,1.157311104717894423e+01,1.000000000000000000e+00
7.698989324053766126e+00,8.504349180672528874e+00,0.000000000000000000e+00
9.988084846808291672e+00,9.141679298763738970e+00,0.000000000000000000e+00
9.511160197078577738e+00,8.714878081714367397e+00,0.000000000000000000e+00
8.781321792993031394e+00,6.864282481438768180e+00,0.000000000000000000e+00
1.028051974366080401e+01,1.172765703942913085e+01,1.000000000000000000e+00
1.006590047575534363e+01,1.298927718129353082e+01,1.000000000000000000e+00
